Disease term	Disease ID (UMLS)	Gene symbol	Gene ID (Entrez)	DisGeNET	GUILDify
Steatohepatitis	C2711227	CXCR1	3577	0	1
Steatohepatitis	C2711227	CXCR2	3579	0	1
Steatohepatitis	C2711227	INS	3630	1	1
Steatohepatitis	C2711227	LDLR	3949	1	1
Steatohepatitis	C2711227	LEP	3952	1	1
Steatohepatitis	C2711227	LEPR	3953	1	1
Steatohepatitis	C2711227	MAFG	4097	0	1
Steatohepatitis	C2711227	MAT1A	4143	1	1
Steatohepatitis	C2711227	MTTP	4547	1	1
Steatohepatitis	C2711227	MYC	4609	1	1
Steatohepatitis	C2711227	NFE2L2	4780	1	1
Steatohepatitis	C2711227	TONSL	4796	0	1
Steatohepatitis	C2711227	SERPINE1	5054	1	1
Steatohepatitis	C2711227	PLAU	5328	0	1
Steatohepatitis	C2711227	PLXNB3	5365	0	1
Steatohepatitis	C2711227	POMC	5443	1	0
Steatohepatitis	C2711227	PON1	5444	1	0
Steatohepatitis	C2711227	PPARA	5465	1	1
Steatohepatitis	C2711227	PPARD	5467	1	1
Steatohepatitis	C2711227	PRKCH	5583	0	1
Steatohepatitis	C2711227	PSMA5	5686	1	1
Steatohepatitis	C2711227	PYY	5697	0	1
Steatohepatitis	C2711227	PTEN	5728	1	1
Steatohepatitis	C2711227	PTMA	5757	1	1
Steatohepatitis	C2711227	SECTM1	6398	0	1
Steatohepatitis	C2711227	SLC2A2	6514	1	1
Steatohepatitis	C2711227	SOD1	6647	1	1
Steatohepatitis	C2711227	SOD2	6648	1	1
Steatohepatitis	C2711227	SREBF1	6720	1	1
Steatohepatitis	C2711227	TF	7018	1	1
Steatohepatitis	C2711227	TLR4	7099	1	1
Steatohepatitis	C2711227	TNF	7124	1	1
Steatohepatitis	C2711227	UCP2	7351	1	1
Steatohepatitis	C2711227	XBP1	7494	1	1
Steatohepatitis	C2711227	MAFK	7975	0	1
Steatohepatitis	C2711227	NR0B2	8431	1	1
Steatohepatitis	C2711227	DCHS1	8642	0	1
Steatohepatitis	C2711227	TNFSF12	8742	0	1
Steatohepatitis	C2711227	NR1I2	8856	1	1
Steatohepatitis	C2711227	GPR37L1	9283	0	1
Steatohepatitis	C2711227	NREP	9315	1	1
Steatohepatitis	C2711227	SLC22A8	9376	1	0
Steatohepatitis	C2711227	CYP7B1	9420	1	0
Steatohepatitis	C2711227	GABBR2	9568	0	1
Steatohepatitis	C2711227	SPOCK2	9806	0	1
Steatohepatitis	C2711227	MAGI2	9863	0	1
Steatohepatitis	C2711227	NR1H4	9971	1	1
Steatohepatitis	C2711227	DGCR2	9993	0	1
Steatohepatitis	C2711227	NR1H3	10062	1	1
Steatohepatitis	C2711227	MPZL2	10205	0	1
Steatohepatitis	C2711227	TRIB1	10221	0	1
Steatohepatitis	C2711227	COLEC10	10584	0	1
Steatohepatitis	C2711227	TREX2	11219	0	1
Steatohepatitis	C2711227	FBXO21	23014	0	1
Steatohepatitis	C2711227	MAST3	23031	0	1
Steatohepatitis	C2711227	GPD1L	23171	1	1
Steatohepatitis	C2711227	PACS2	23241	0	1
Steatohepatitis	C2711227	SIRT1	23411	1	1
Steatohepatitis	C2711227	ABCA5	23461	0	1
Steatohepatitis	C2711227	DDAH1	23576	0	1
Steatohepatitis	C2711227	LY96	23643	0	1
Steatohepatitis	C2711227	FGF21	26291	1	1
Steatohepatitis	C2711227	SEZ6L2	26470	0	1
Steatohepatitis	C2711227	LAMP3	27074	0	1
Steatohepatitis	C2711227	HPGDS	27306	0	1
Steatohepatitis	C2711227	NOX4	50507	0	1
Steatohepatitis	C2711227	FAHD2A	51011	0	1
Steatohepatitis	C2711227	TMED7	51014	0	1
Steatohepatitis	C2711227	ABHD5	51099	0	1
Steatohepatitis	C2711227	ANGPTL4	51129	1	1
Steatohepatitis	C2711227	SIRT7	51547	1	1
Steatohepatitis	C2711227	DHRS7	51635	1	1
Steatohepatitis	C2711227	LRP1B	53353	0	1
Steatohepatitis	C2711227	CYCS	54205	1	1
Steatohepatitis	C2711227	RNF216	54476	0	1
Steatohepatitis	C2711227	TMEM161A	54929	0	1
Steatohepatitis	C2711227	NUDT15	55270	0	1
Steatohepatitis	C2711227	BATF3	55509	0	1
Steatohepatitis	C2711227	POMGNT1	55624	0	1
Steatohepatitis	C2711227	CNDP2	55748	1	1
Steatohepatitis	C2711227	BDH2	56898	0	1
Steatohepatitis	C2711227	ACE2	59272	0	1
Steatohepatitis	C2711227	ZSCAN31	64288	0	1
Steatohepatitis	C2711227	CYP4F12	66002	0	1
Steatohepatitis	C2711227	SRD5A3	79644	0	1
Steatohepatitis	C2711227	NEIL1	79661	1	1
Steatohepatitis	C2711227	NEK11	79858	0	1
Steatohepatitis	C2711227	PNPLA3	80339	1	1
Steatohepatitis	C2711227	ZBTB7C	201501	0	1
